"","about","category","id","likes","name","picture","talking_about_count","username"
"infoDataTemp","At The Duke of Somerset we have something to suit every occasion. Whether it's a relaxing haven from shopping, a place to meet friends or colleagues from work or you can simply find a quiet corner to grab a drink or a bite to eat.","Bar","122643734492090","119","The Duke of Somerset in London","http://profile.ak.fbcdn.net/hprofile-ak-snc4/50269_122643734492090_319524113_s.jpg","13","TheDukeofSomersetInLondon"
"infoDataTemp","At The Dukes Head we have something to suit every occasion. Whether it's a relaxing haven from shopping, a place to meet friends or colleagues from work or you can simply find a quiet corner to grab a drink or a bite to eat.","Bar","166226923446287","303","The Dukes Head in Stowmarket","http://profile.ak.fbcdn.net/hprofile-ak-snc4/373578_166226923446287_2041594599_s.jpg","2","DukesHeadinStowmarket"
"infoDataTemp",NA,"Bar","186973137994842","412","The George South Woodford","http://profile.ak.fbcdn.net/hprofile-ak-ash2/373280_186973137994842_1597978453_s.jpg","32","thegeorgesouthwoodford"
"infoDataTemp","At The Goose we have something to suit every occasion. Whether it's a relaxing haven from shopping, a place to meet friends or colleagues from work or you can simply find a quiet corner to grab a drink or a bite to eat.","Bar","118596071565880","210","The Goose in Aldershot","http://profile.ak.fbcdn.net/hprofile-ak-snc4/174894_118596071565880_4763283_s.jpg","0",NA
"infoDataTemp","Welcome to The Goose At The Bank. Great value, great service and a great atmosphere.","Bar","275281643537","1449","Goose At The Bank, Grantham","http://profile.ak.fbcdn.net/hprofile-ak-snc4/157954_275281643537_1728069293_s.jpg","54","GranthamGoose"
"infoDataTemp","At The Goose we have something to suit every occasion. Whether it's a relaxing haven from shopping, a place to meet friends or colleagues from work or you can simply find a quiet corner to grab a drink or a bite to eat","Bar","205316169518741","79","The Goose in Leicester","http://profile.ak.fbcdn.net/hprofile-ak-snc4/261196_205316169518741_7905410_s.jpg","2","thegooseinleicester"
"infoDataTemp",NA,"Bar","125608250841977","56","Goose at fulham ,london","http://profile.ak.fbcdn.net/hprofile-ak-ash2/203515_125608250841977_2180472_s.jpg","1",NA
"infoDataTemp",NA,"Bar","118568134842834","1228","Goose Romford","http://profile.ak.fbcdn.net/hprofile-ak-snc4/41608_118568134842834_1159925190_s.jpg","33","gooseromford"
"infoDataTemp","Welcome to the home of Selly Oaks favourite watering hole The Goose @ The OVT!","Bar","146856885374945","402","The Goose at The OVT","http://profile.ak.fbcdn.net/hprofile-ak-snc4/373582_146856885374945_1505655511_s.jpg","44","TheOVT"
"infoDataTemp","Traditional family friendly pub selling quality cask ale, draught and bottles. ","Bar","320749873848","443","The Gosforth Hotel","http://profile.ak.fbcdn.net/hprofile-ak-snc4/373247_320749873848_1823994381_s.jpg","18","TheGosforthHotel"
"infoDataTemp","Great value for money- families welcome 10am- 6pm","Bar","189899484382787","350","Harborne Stores","http://profile.ak.fbcdn.net/hprofile-ak-snc4/188057_189899484382787_62294_s.jpg","27",NA
"infoDataTemp","Great Value Pubs Everyday....We are part of Stonegate Pub Company","Bar","331119655629","184","The Horse & Trumpet Leeds","http://profile.ak.fbcdn.net/hprofile-ak-ash2/373469_331119655629_1092521124_s.jpg","10",NA
"infoDataTemp","The Manchester is the place to be for any celebration!","Bar","136246373060188","747","The Manchester, Blackpool","http://profile.ak.fbcdn.net/hprofile-ak-snc4/195727_136246373060188_2132530_s.jpg","51","themanchesterblackpool"
"infoDataTemp","Right in the heart of Plymouth City Centre 01752 664820 Function room available call for details serving quality food and drink from 10am weekdays, 10am Saturday and 12 noon on Sunday.noahsarkplymouth@stonegatepubs.co.uk","Bar","281716254458","377","Noah's Ark Plymouth","http://profile.ak.fbcdn.net/hprofile-ak-snc4/373039_281716254458_1809648519_s.jpg","4","thenoahsark"
"infoDataTemp","The Old George Inn is one of the oldest pubs in Newcastle. Dating back to the 16th Century, this building oozes with character and holds a replica chair in which King Charles the 1st sat in himself. Amazing drink/food offeres available daily.","Bar","110696235633691","439","The Old George Inn Newcastle","http://profile.ak.fbcdn.net/hprofile-ak-snc4/373601_110696235633691_1936998905_s.jpg","22","TheOldGeorgeInn"
"infoDataTemp","At The Pen and Wig we have something to suit every occasion. Whether it's a relaxing haven from shopping, a place to meet friends or colleagues from work or you can simply find a quiet corner to grab a drink or a bite to eat.","Bar","118426311584560","28","The Pen and Wig in Park Grove Cardiff","http://profile.ak.fbcdn.net/hprofile-ak-snc4/276769_118426311584560_5016405_s.jpg","1",NA
"infoDataTemp","At The Plough we have something to suit every occasion. Whether it's a relaxing haven from shopping, a place to meet friends or colleagues from work or you can simply find a quiet corner to grab a drink or a bite to eat.","Bar","251817034832451","252","The Plough in Ipswich","http://profile.ak.fbcdn.net/hprofile-ak-snc4/277175_251817034832451_7891681_s.jpg","14",NA
"infoDataTemp","At The Royal Oak we have something to suit every occasion. Whether it's a relaxing haven from shopping, a place to meet friends or colleagues from work or you can simply find a quiet corner to grab a drink or a bite to eat.","Bar","122158654540655","166","The Royal Oak in Stockton-on-Tees","http://profile.ak.fbcdn.net/hprofile-ak-snc4/276478_122158654540655_2879255_s.jpg","1",NA
"infoDataTemp","Hello and welcome to Lady Wulfrun's page!","Bar","346247694022","312","Lady Wulfrun","http://profile.ak.fbcdn.net/hprofile-ak-ash2/27519_346247694022_7132_s.jpg","22","LadyWulfrun"
"infoDataTemp","Town Crier","Food/beverages","264773684012","179","Town Crier, Chester","http://profile.ak.fbcdn.net/hprofile-ak-snc4/373025_264773684012_714143314_s.jpg","1","TownCrierPub.Chester"
"infoDataTemp","Lovely pub in the center of  Loughborough serving food from 10am till 9pm. ","Bar","178072088902444","73","The Unicorn","http://profile.ak.fbcdn.net/hprofile-ak-ash2/373019_178072088902444_1707355825_s.jpg","10",NA
"infoDataTemp","Best Bar By Far in Bedford Place","Bar","142554265797546","229","Bedfords Bar","http://profile.ak.fbcdn.net/hprofile-ak-ash2/373523_142554265797546_115049928_s.jpg","27","bedfordsbar"
"infoDataTemp",NA,"Restaurant/cafe","196848213694254","3","The Cork Welwyn Garden City","http://profile.ak.fbcdn.net/static-ak/rsrc.php/v1/yr/r/fwJFrO5KjAQ.png","0",NA
"infoDataTemp",NA,NA,"1468704389","0","Fiddler Cleethorpes",NA,"0","fiddler.cleethorpes"
"infoDataTemp",NA,"Bar","11570179293","378","Hogs Head Cheltenham","http://profile.ak.fbcdn.net/hprofile-ak-snc4/50315_11570179293_8150016_s.jpg","4",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,"Bar","259613480720446","13","Hogshead, Didsbury","http://profile.ak.fbcdn.net/hprofile-ak-snc4/276958_259613480720446_2679006_s.jpg","0",NA
"infoDataTemp","LIKE US,LOVE US,PARTY WITH US! HOGSHEAD <3","Bar","132195856802215","117","Hogshead Hornchurch","http://profile.ak.fbcdn.net/hprofile-ak-ash2/592222_132195856802215_1883398201_s.jpg","5",NA
"infoDataTemp",NA,"Bar","193064350737987","403","Kirkpatricks Bar South Shields","http://profile.ak.fbcdn.net/hprofile-ak-snc4/41607_193064350737987_29413890_s.jpg","47",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp","The Devonshire","Restaurant/cafe","153111468060034","123","The Devonshire Balham","http://profile.ak.fbcdn.net/hprofile-ak-snc4/195769_153111468060034_3653561_s.jpg","0","devonshirebalham"
"infoDataTemp","A great local pub on Barnes High Street with a large beer garden and kids play area.","Bar","123916907641573","140","The Coach & Horses Barnes London","http://profile.ak.fbcdn.net/hprofile-ak-snc4/41806_123916907641573_2098484681_s.jpg","10",NA
"infoDataTemp","The Best Pub On The River!","Bar","222704184414738","41","White Hart Barnes","http://profile.ak.fbcdn.net/hprofile-ak-snc4/261130_222704184414738_7981707_s.jpg","1","whitehartbarnes"
"infoDataTemp",NA,"Bar","46902290945","230","Duke of Cambridge, Battersea","http://profile.ak.fbcdn.net/hprofile-ak-snc4/50277_46902290945_4975398_s.jpg","25",NA
"infoDataTemp","The Best Pub in Paddington","Bar","157688500925050","273","The Mitre","http://profile.ak.fbcdn.net/hprofile-ak-ash2/203463_157688500925050_528047_s.jpg","23",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,"100001193717573","0","Coopers Arms Chelsea",NA,"0",NA
"infoDataTemp","Right on Imperial Wharf’s south-facing riverbank,we have some of the best veiws in London","Bar","108124085944121","85","The Waterside, Imperial Wharf","http://profile.ak.fbcdn.net/hprofile-ak-ash2/187914_108124085944121_1336901_s.jpg","19","TheWatersideImperialWharf"
"infoDataTemp","A world-famous pub in the heart of Bishopsgate, Dirty Dicks was established in 1745 & is steeped in history. Set over 3 levels, it is the ideal place to meet with friends, host an event or pop in for a drink & meal - you can even surf the web!","Bar","146650128683527","1300","Dirty Dicks","http://profile.ak.fbcdn.net/hprofile-ak-snc4/41609_146650128683527_8628_s.jpg","186",NA
"infoDataTemp","Hotel, Restaurant, Pub","Bar","200145823335225","619","Windmill on the Common","http://profile.ak.fbcdn.net/hprofile-ak-snc4/174889_200145823335225_5879641_s.jpg","47","WindmillClapham"
"infoDataTemp",NA,"Bar","237613979618224","92","The Grange Ealing","http://profile.ak.fbcdn.net/hprofile-ak-snc4/174563_237613979618224_602475117_s.jpg","27","grangeealing"
"infoDataTemp",NA,"Food/beverages","110899878978738","92","Leather Bottle","http://profile.ak.fbcdn.net/hprofile-ak-ash2/372835_110899878978738_1813701250_s.jpg","13","leatherbottle"
"infoDataTemp","The One Tun is a friendly local in the heart of London offering a welcome to all and serving good quality food & drinks in a relaxed pub.","Bar","98481256462","77","One Tun Goodge Street","http://profile.ak.fbcdn.net/hprofile-ak-ash2/188070_98481256462_5136788_s.jpg","5","onetungoodge"
"infoDataTemp","British Grazing, Craft Beers & Comfy Seats. Discover the all new Cock Tavern.","Bar","129057682349","149","Cock Tavern Fulham","http://profile.ak.fbcdn.net/hprofile-ak-snc4/162006_129057682349_245923330_s.jpg","21","CockAndHen"
"infoDataTemp","Come down and check out our Victorian style pub and hotel.

We have a Top Bar.
Cellar Bar (available for parties, meetings, and gigs).
Restaurant, and a Secret Garden to relax outdoors!

Come in for a pint, and check out our delicious food menu :)","Bar","152933738060457","72","Brook Green Hotel - Hammersmith, London","http://profile.ak.fbcdn.net/hprofile-ak-snc4/50336_152933738060457_2157484_s.jpg","0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp","Pub and Dinning Room","Bar","224971467518584","48","Thatched House Hammersmith","http://profile.ak.fbcdn.net/hprofile-ak-snc4/195748_224971467518584_5751413_s.jpg","2",NA
"infoDataTemp","The Roebuck","Food/beverages","200123943356438","52","The Roebuck Hampstead","http://profile.ak.fbcdn.net/hprofile-ak-snc4/187808_200123943356438_5858391_s.jpg","12",NA
"infoDataTemp","Pub and Dining","Bar","190773117641081","111","The Beaufort Pub & Dining","http://profile.ak.fbcdn.net/hprofile-ak-snc4/592192_190773117641081_974420380_s.jpg","8","beaufortpubdining"
"infoDataTemp","An honourable secret.","Bar","150098788348346","107","The Britannia","http://profile.ak.fbcdn.net/hprofile-ak-snc4/174718_150098788348346_7482083_s.jpg","5",NA
"infoDataTemp","The Albert, Kingstons best pub. Great food, lovely wines, the best kept ales & a brilliant team.","Bar","103494476395774","187","The Albert Kingston","http://profile.ak.fbcdn.net/hprofile-ak-snc4/373365_103494476395774_1578350273_s.jpg","20",NA
"infoDataTemp",NA,"Local business","179781635398178","147","The Bishop Out Of Residence","http://profile.ak.fbcdn.net/hprofile-ak-snc4/187963_179781635398178_4917020_s.jpg","18","bishopkingston"
"infoDataTemp","Traditional English restaurant in the heart of Mayfair, established in 1952. Also tweeting as @guineagrill","Restaurant/cafe","90161938461","168","The Guinea Grill","http://profile.ak.fbcdn.net/hprofile-ak-snc4/187875_90161938461_252633104_s.jpg","10","GuineaGrill"
"infoDataTemp","Lip smacking homemade award winning pies and 9 real ales to wash them down! In the heart of Mayfair. Also tweeting as @tweetiepie_w1","Restaurant/cafe","146154542065553","141","Windmill Mayfair","http://profile.ak.fbcdn.net/hprofile-ak-ash2/50549_146154542065553_1941756244_s.jpg","2","tweetiepieW1"
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp","For over 250 years, this beautiful pub has stood proud in the middle of Putney High Street. Come & check us out!","Bar","274883719044","344","Spotted Horse","http://profile.ak.fbcdn.net/hprofile-ak-snc4/373022_274883719044_1523445376_s.jpg","24",NA
"infoDataTemp","The Marlborough","Bar","148258805242405","157","Marlborough Richmond","http://profile.ak.fbcdn.net/hprofile-ak-snc4/162045_148258805242405_1026832751_s.jpg","4",NA
"infoDataTemp","Richmond's Iconic Rugby Pub on the high street. Booze, food, music, & sport- all though not all in equal porportions. And you can't forget the craic!","Bar","127542450625367","161","The Orange Tree Richmond","http://profile.ak.fbcdn.net/hprofile-ak-snc4/41798_127542450625367_9596_s.jpg","0",NA
"infoDataTemp","Richard the First is a traditional locals' pub, located on Royal Hill in an area designated for conservation, and is the only Young's pub in the area.","Bar","157807127581628","55","Richard the First, Greenwich","http://profile.ak.fbcdn.net/hprofile-ak-snc4/50295_157807127581628_468_s.jpg","0","RichardtheFirstGreenwich"
"infoDataTemp","News, views & shameless plugs from the team at Founders Arms, Riverside Pub & Dining here in Bankside.","Bar","114315295290073","796","Founders Arms Pub","http://profile.ak.fbcdn.net/hprofile-ak-snc4/71135_114315295290073_8176313_s.jpg","122","FApub"
"infoDataTemp",NA,"Bar","214542908559038","30","The Pied Bull, Streatham","http://profile.ak.fbcdn.net/hprofile-ak-snc4/203557_214542908559038_5198208_s.jpg","1",NA
"infoDataTemp","The Bear enjoys a relaxed pub atmosphere, fantastic informal dining, cosy lounge and ample parking.","Bar","150373421667187","98","The Bear Oxshott","http://profile.ak.fbcdn.net/hprofile-ak-ash2/373013_150373421667187_544629918_s.jpg","0",NA
"infoDataTemp",NA,"Bar","131029546975670","53","The Hand & Spear","http://profile.ak.fbcdn.net/hprofile-ak-snc4/188019_131029546975670_3645996_s.jpg","1",NA
"infoDataTemp","Victorian style pub, restaurant, and boutique hotel doing great food alongside great drink.","Bar","130230740326648","435","The Alma Wandsworth","http://profile.ak.fbcdn.net/hprofile-ak-snc4/373051_130230740326648_1683063127_s.jpg","32",NA
"infoDataTemp",NA,"Bar","109164705809625","187","Queen Adelaide","http://profile.ak.fbcdn.net/hprofile-ak-snc4/276854_109164705809625_8354631_s.jpg","13",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,"Bar","210070899008327","97","The Abingdon Arms","http://profile.ak.fbcdn.net/hprofile-ak-snc4/195807_210070899008327_7872101_s.jpg","0","TheAbingdonArms"
"infoDataTemp",NA,"Restaurant/cafe","131664686913443","24","The Black Pig","http://profile.ak.fbcdn.net/hprofile-ak-snc4/276507_131664686913443_155923_s.jpg","2",NA
"infoDataTemp","Independently run Bar and Thai Cafe","Arts/entertainment/nightlife","107570082677190","806","Circus Circus","http://profile.ak.fbcdn.net/hprofile-ak-snc4/276662_107570082677190_7323088_s.jpg","1","Circus.Circus.Brighton"
"infoDataTemp","Clayton's Marlow, Bar & Kitchen, serving beautiful cocktails, fine wines, beers, & a food menu designed to share. The perfect venue for all your events. ","Bar","122513137860511","650","Clayton's Marlow","http://profile.ak.fbcdn.net/hprofile-ak-snc4/372897_122513137860511_1109752082_s.jpg","149","claytonsmarlow"
"infoDataTemp","Great range of drinks and fantastic food with the bonus of a beautiful South-facing beer garden.","Bar","175321173254","488","Connaught Pub and Kitchen","http://profile.ak.fbcdn.net/hprofile-ak-snc4/174805_175321173254_2134934322_s.jpg","4","ConnaughtPubAndKitchen"
"infoDataTemp","We are a small pub based in rural Berkshire that offers locally sourced, seasonal food, service with a smile and always a warm welcome","Bar","100334996706932","156","The Crooked Billet Wokingham","http://profile.ak.fbcdn.net/hprofile-ak-snc4/276913_100334996706932_7438602_s.jpg","2",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,NA,NA,"0",NA,NA,"0",NA
"infoDataTemp",NA,"Restaurant/cafe","338643409499578","82","Duke's Head Putney","http://profile.ak.fbcdn.net/hprofile-ak-snc4/161981_338643409499578_162019417_s.jpg","3",NA
"infoDataTemp",NA,"Bar","153429008029137","290","The Boathouse, Putney","http://profile.ak.fbcdn.net/hprofile-ak-snc4/373012_153429008029137_44017262_s.jpg","55",NA
"infoDataTemp","The Hollywood Arms, Chelsea, www.hollywoodarmschelsea.com/","Bar","238514489535568","133","The Hollywood Arms","http://profile.ak.fbcdn.net/hprofile-ak-snc4/373371_238514489535568_1066831837_s.jpg","7","TheHollywoodArms"
"infoDataTemp","Local Pub and Dining","Bar","296520687025509","37","Chequers Pub","http://profile.ak.fbcdn.net/hprofile-ak-ash2/373484_296520687025509_1658866927_s.jpg","2","Chequerswalton"
"infoDataTemp","We're in Wandsworth","Bar","137053349730163","2","Em's bar","http://profile.ak.fbcdn.net/static-ak/rsrc.php/v1/y0/r/XsEg9L6Ie5_.jpg","0",NA
"infoDataTemp","Join the Roebuck on Twitter - twitter.com/roebucknw3","Local business","125769490781715","14","The Roebuck Hampstead","http://profile.ak.fbcdn.net/hprofile-ak-snc4/23269_125769490781715_444_s.jpg","0",NA
"infoDataTemp",NA,"Bar","214542908559038","30","The Pied Bull, Streatham","http://profile.ak.fbcdn.net/hprofile-ak-snc4/203557_214542908559038_5198208_s.jpg","1",NA
"infoDataTemp","Richmond's Iconic Rugby Pub on the high street. Booze, food, music, & sport- all though not all in equal porportions. And you can't forget the craic!","Bar","127542450625367","161","The Orange Tree Richmond","http://profile.ak.fbcdn.net/hprofile-ak-snc4/41798_127542450625367_9596_s.jpg","0",NA
